,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,poisonous
6736,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods,p
6737,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths,p
6738,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6739,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves,p
6740,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6741,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
6742,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods,p
6743,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,p
6744,convex,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,e
6745,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths,p
6746,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6747,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,p
6748,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6749,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,p
6750,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,p
6751,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods,p
6752,bell,fibrous,gray,no,none,free,crowded,broad,white,enlarging,,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,e
6753,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods,p
6754,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods,p
6755,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,p
6756,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves,p
6757,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods,p
6758,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods,p
6759,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves,p
6760,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods,p
6761,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods,p
6762,knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,e
6763,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,clustered,leaves,e
6764,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves,p
6765,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,p
6766,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6767,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,p
6768,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,p
6769,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,p
6770,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,p
6771,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves,p
6772,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves,p
6773,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods,p
6774,convex,fibrous,white,no,none,free,crowded,broad,gray,enlarging,,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,e
6775,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,p
6776,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,p
6777,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,p
6778,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6779,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods,p
6780,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods,p
6781,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths,p
6782,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths,p
6783,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,p
6784,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods,p
6785,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6786,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods,p
6787,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves,p
6788,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods,p
6789,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves,p
6790,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths,p
6791,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6792,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,p
6793,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,p
6794,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves,p
6795,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6796,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6797,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves,p
6798,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,p
6799,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6800,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves,p
6801,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,p
6802,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths,p
6803,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6804,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,woods,p
6805,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,p
6806,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods,p
6807,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6808,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
6809,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods,p
6810,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,p
6811,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths,p
6812,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
6813,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,paths,p
6814,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
6815,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves,p
6816,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods,p
6817,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths,p
6818,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves,p
6819,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods,p
6820,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,p
6821,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6822,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,p
6823,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,p
6824,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths,p
6825,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,p
6826,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,p
6827,convex,smooth,gray,no,none,free,crowded,broad,white,enlarging,,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,e
6828,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods,p
6829,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths,p
6830,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths,p
6831,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths,p
6832,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,paths,p
6833,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves,p
6834,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6835,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths,p
6836,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,p
6837,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,p
6838,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths,p
6839,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6840,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
6841,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods,p
6842,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
6843,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,p
6844,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
6845,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods,p
6846,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves,p
6847,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6848,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves,p
6849,bell,smooth,brown,no,none,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange,partial,orange,one,pendant,orange,clustered,leaves,e
6850,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods,p
6851,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,p
6852,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,p
6853,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods,p
6854,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,paths,p
6855,knobbed,scaly,brown,no,musty,free,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods,p
6856,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,paths,p
6857,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6858,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods,p
6859,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths,p
6860,knobbed,smooth,white,no,none,free,crowded,broad,gray,enlarging,,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,e
6861,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6862,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods,p
6863,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,p
6864,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,p
6865,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves,p
6866,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths,p
6867,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods,p
6868,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,p
6869,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths,p
6870,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6871,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6872,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,p
6873,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods,p
6874,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths,p
6875,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,p
6876,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves,p
6877,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods,p
6878,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,p
6879,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6880,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
6881,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6882,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods,p
6883,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods,p
6884,knobbed,fibrous,gray,no,none,free,crowded,broad,white,enlarging,,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,e
6885,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods,p
6886,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods,p
6887,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods,p
6888,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,p
6889,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,p
6890,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6891,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths,p
6892,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
6893,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods,p
6894,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths,p
6895,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves,p
6896,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths,p
6897,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,p
6898,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods,p
6899,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths,p
6900,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,several,leaves,e
6901,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths,p
6902,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,p
6903,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
6904,convex,scaly,cinnamon,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,solitary,paths,e
6905,bell,smooth,brown,no,none,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,clustered,leaves,e
6906,knobbed,smooth,gray,no,none,free,crowded,broad,white,enlarging,,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,e
6907,convex,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,e
6908,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods,p
6909,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
6910,convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,clustered,leaves,e
6911,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,woods,p
6912,bell,scaly,yellow,no,none,free,crowded,narrow,yellow,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,one,evanescent,white,clustered,leaves,p
6913,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods,p
6914,bell,smooth,gray,no,none,free,crowded,broad,gray,enlarging,,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,e
6915,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths,p
6916,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths,p
6917,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,woods,p
6918,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths,p
6919,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,p
6920,knobbed,fibrous,gray,no,none,free,crowded,broad,white,enlarging,,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,e
6921,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
6922,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,p
6923,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,p
6924,bell,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,e
6925,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,woods,p
6926,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths,p
6927,flat,smooth,brown,no,none,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,clustered,leaves,e
6928,convex,scaly,pink,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,solitary,paths,e
6929,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,p
6930,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves,p
6931,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,p
6932,bell,smooth,white,no,none,free,crowded,broad,white,enlarging,,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,e
6933,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths,p
6934,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6935,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,p
6936,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods,p
6937,convex,fibrous,white,no,none,free,crowded,broad,pink,enlarging,,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,e
6938,bell,smooth,white,no,none,free,crowded,broad,pink,enlarging,,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,e
